numero_ley,materias,resumen
21685,"Asignación Familiar,Aporte Familiar Permanente,Bolsillo Familiar Electrónico,Sistema Único de Prestaciones Familiares,Subsidio Familiar,Subsidios,Pobreza,Fondo de Estabilización de Precios del Petróleo","La presente ley modifica las siguientes leyes:1) ley 21.550, a fin de extender el aporte mensual del Bolsillo Familiar Electrónico; 2) ley 18.987, para reajustar los valores de la Asignación Familiar y Maternal y ajustar al alza sus tramos; 3)  ley 18.020, para reajustar el valor del Subsidio Único Familiar, y 4) ley 19.030, con el objeto de incrementar los recursos del Fondo de Estabilización de Precios del Petróleo a fin de estabilizar el precio del kerosene doméstico.     En cuanto a las modificaciones que introduce a la ley 21.550, agrega el artículo 8 bis, que concede entre julio y septiembre de 2024 el Subsidio Familiar Electrónico a favor de1. Personas beneficiarias de la asignación familiar y maternal del Sistema Único de Prestaciones Familiares, incluidas en las nóminas de pago de abril de 2024 y pertenecientes al primer tramo de ingresos según la ley 18.987.2. Personas causantes del subsidio familiar, incluidas en las nóminas de pago de abril de 2024, y pertenecientes a hogares con una calificación socioeconómica del 40% de menores ingresos o mayor vulnerabilidad, según la ley 20.379 y la información del Ministerio de Desarrollo Social y Familia.3. Personas beneficiarias mencionadas en el inciso segundo de su artículo 8, usando la misma nómina de pago de abril de 2024.Dispone además que desde julio de 2024, este aporte también puede usarse para pagar o complementar el pago de tarifas eléctricas para clientes regulados, conforme a las condiciones técnicas y operativas definidas por el Ministerio de Hacienda.      En lo relativo a la ley 18.987, dispone el aumento a $21.243 y a $13.036 por carga del monto de la asignación familiar y maternal del Sistema Único de Prestaciones Familiares dependiendo del tramo de remuneración en que se encuentre el beneficiario, elevando también los montos para asignados para dichos tramos. Al mismo monto de $21.243 aumenta el subsidio familiar para personas de escasos recursos establecido en el art. 1 de la ley 18.020. Asimismo, agrega un inciso final al art. 1, que entrará a regir a partir de 90 días de publicada la presente ley, que establece que las personas beneficiarias de la asignación familiar y maternal del Sistema Único de Prestaciones Familiares que hayan recibido el subsidio familiar de la ley 18.020 inmediatamente antes, tendrán derecho a un beneficio equivalente al valor del tramo señalado en la letra a) por veinticuatro meses después de su incorporación al Sistema, o por el plazo que les restara para recibir el subsidio familiar según el artículo 5° de la ley 18.020, lo que ocurra primero, sin importar su tramo de ingreso mensual.      Finalmente, respecto a la ley 19.030 agrega un inciso al art. 5° con el objeto de facultar hasta el 31 de diciembre de 2024, al Ministro de Hacienda para que mediante un decreto supremo, incremente dicho fondo en 25 millones de dólares de los Estados Unidos de América.     Las disposiciones transitorias de la ley, establecen que los derechos que correspondiere ejercer, se devengarán a contar del 01 de julio de 2024. Asimismo, establece que hasta el 31 de diciembre de 2024 no serán aplicables los límites establecidos para los precios de referencia intermedio calculados en conformidad al art. 2 de la ley 19.030, que establece que no podrán diferir en más de un veinte por ciento del promedio de los precios de paridad observados en el plazo del año que expira la semana anterior al día que correspondan ser determinados."
21682,"Bebidas Alcohólicas,Alcoholes,Etiquetado de Alcoholes,Ley de Alcoholes,Comercialización de Bebidas Alcohólicas,Publicidad de Bebidas Alcohólicas,Programa de Prevención,Tratamiento y Rehabilitación,Expendio de Bebidas Alcohólicas,Producción de Bebidas Alcohólicas","La presente ley modifica el artículo segundo transitorio de la ley Nº 21.363, que regula la entrada en vigencia del artículo 40 bis de la Ley Nº 19.925, con el objeto de eximir del cumplimiento de dicha disposición, a aquellas bebidas alcohólicas y productos comercializados antes de la nueva regulación sobre etiquetado, permitiendo su comercialización hasta que se agoten sus existencias.     El citado artículo 40 bis, establece que aquellas bebidas alcohólicas que se encuentren destinadas a ser comercializadas en el país, deben llevar en sus envases una advertencia clara, precisa y visible sobre sobre los riesgos del consumo de alcohol.     Esta modificación, de acuerdo a lo expresado durante su tramitación legislativa, se sustenta en evitar los problemas logísticos y económicos que podrían verse enfrentados productores e importadores al tener que re-etiquetar productos ya existentes en el mercado."
21679,"Día Nacional del Astroturismo (2 de julio),Días Nacionales,Astronomía,Turismo","La presente ley declara el 2 de julio de cada año como el Día Nacional del Astroturismo.       Esta Ley busca establecer de forma permanente el reconocimiento del turismo astronómico para así ayudar al posicionamiento de Chile como capital mundial del Astroturismo. Nuestro país, conocido por su belleza natural y diversidad geográfica, es hogar de uno de los cielos más limpios y estrellados del mundo. Es importante señalar que el  2 de julio de 2019 marcó un hito significativo en el país y en la promoción del Astroturismo, es el día en que se produjo un eclipse total de sol en el norte de Chile. Las regiones de Antofagasta, Copiapó y Coquimbo han emergido como epicentro para la observación de las estrellas, convirtiéndose en un destino de renombre mundial referente al astroturismo."
21681,"Incendios Valparaíso,Incendios Forestales,Región de Valparaíso,Valparaíso (Chile),Fondo Nacional de Reconstrucción,Impuesto a la Renta,Impuesto Sustitutivo","La presente ley tiene por objeto la creación de un fondo específico y transitorio, para abordar las necesidades de reconstrucción tras los incendios en la Región de Valparaíso de febrero de 2024, con un enfoque en la vivienda, infraestructura, apoyo social y económico, así como medidas tributarias y administrativas para facilitar y supervisar su implementación.     En primer término,  esta ley crea un Fondo de Emergencia Transitorio por Incendios artículos 1 al 9 destinado a financiar un programa fiscal de hasta $800.000 millones de pesos, para enfrentar los efectos derivados de los incendios que afectaron la Región de Valparaíso, y que se encontrará vigente hasta el 31 de diciembre de 2026.     Además, la ley contempla que los recursos del Fondo será utilizados principalmente para la reposición y construcción de viviendas; inversiones en espacios públicos (habilitación, desarrollo, equipamiento, urbanización y arborización); subsidios de fomento productivo; subsidios laborales para personas afectadas; apoyo psicosocial y reposición y reconstrucción de infraestructura pública.     En cuanto a las especificaciones del Fondo, éste se financiará con aportes provenientes  de activos disponibles del Tesoro Público. En tanto, su administración estará a cargo del Ministerio de Hacienda, el que mediante un reglamento establecerá normas para su funcionamiento, y las necesarias para la aplicación de los recursos a los fines de la ley.  El propio Ministerio de Hacienda informará trimestralmente sobre el avance de ejecución del presupuesto regular y del Fondo, conforme con la información que se especifica en la ley, tanto a la Comisión Especial Mixta de Presupuesto como a las comisiones de Hacienda de la Cámara de Diputados y del Senado; debiendo publicar la información en su sitio web. Por su parte, será la Contraloría General de la República el ente encargado de ejercer el control y fiscalización del gasto.     A su vez, esta norma dispone otras medidas para la reconstrucción de las zonas afectadas por este incendio (artículos 10 al 13).a) En el ámbito tributario, modifica el decreto ley N° 824, de 1974, Ley sobre Impuesto a la Renta,  estableciendo normas que regulan la opción de pago a título de Impuesto a la Renta, de un tributo sustitutivo sobre utilidades acumuladas por ciertos contribuyentes, con tasas del 12% y 30%, según el régimen tributario aplicable, medidas que comenzarán a regir retroactivamente a partir del 1 de abril de 2024.b) Se estatuyen mecanismos para la ejecución de obras específicas financiadas por donaciones en casos de catástrofe, permitiendo la participación de entidades públicas y privadas sin fines de lucro, a través de una modificación a la ley N° 20.444, que crea el Fondo Nacional de la Reconstrucción y establece mecanismos de incentivo tributario a las donaciones efectuadas en caso de catástrofe; yc) Las municipalidades podrán rebajar o eximir del pago de derechos municipales para proyectos de reconstrucción en zonas afectadas por los incendios, en los términos que dispone la ley, de acuerdo a la modificación al decreto Nº 2.385, de 1996, del Ministerio del Interior, que fija texto refundido y sistematizado del Decreto Ley Nº 3.063, de 1979, sobre Rentas Municipales.     Finalmente, el artículo primero transitorio dispone que la ley entrará en vigor en la fecha de publicación, salvo las modificaciones de los artículos 10, 11 y 12, que lo harán a partir del 1 de abril de 2024."
21677,"Consejo de Monumentos Nacionales,Monumentos Nacionales,Sesiones plenarias,Comisiones técnicas,Publicidad,Información pública","La presente ley introduce modificaciones en la ley N° 17.288, sobre Monumentos Nacionales, en la ley N° 20.880, sobre Probidad en la Función Pública; y en la ley N° 20.730, que regula el Lobby y las gestiones que representan intereses particulares ante las autoridades y funcionarios en Chile, con el objeto principal de fortalecer la publicidad de las sesiones del Consejo de Monumentos Nacionales.     En cuanto a las modificaciones de la ley N° 17.288, se establece la obligación del Secretario del Consejo de Monumentos Nacionales de publicar las actas de las sesiones plenarias y de las comisiones técnicas en la plataforma o sitio web del Consejo, dentro de los cinco días hábiles desde su aprobación en la sesión más próxima a la de su celebración. Asimismo, señala que las sesiones plenarias del Consejo deben ser grabadas y transmitidas en directo por el medio más idóneo, debiendo publicarse íntegramente en un plazo máximo de tres días hábiles desde su celebración en la plataforma oficial del Consejo de Monumentos Nacionales. Establece que el Consejo deberá sesionar al menos dos veces al mes y permite declarar la reserva o el secreto de la sesión cuando las temáticas a tratar correspondan a alguna de las causales establecidas en el artículo 21 de la ley N° 20.285, Sobre Acceso a la Información Pública, decisión que debe ser acordada de manera fundada por los 2/3 de los miembros presentes en la sesión.     Finalmente, en la ley N° 20.880, se incorpora a los Consejeros del Consejo de Monumentos Nacionales como sujetos obligados a realizar una declaración de intereses y patrimonio; en tanto que en la ley N° 20.730, se los incorpora como sujetos pasivos de dicha legislación."
21672,"Días Nacionales,Día de Gabriela Mistral (7 de abril),Mistral, Gabriela, 1889-1957,Poesía chilena","La presente ley  establece el 7 de abril de cada año como el “Día de Gabriela Mistral”.     Lucila de María del Perpetuo Socorro Godoy Alcayaga, nació el 7 de abril de 1889 en Vicuña, y falleció el 10 de enero de 1957 en Nueva York, Estados Unidos. Es mundialmente conocida como Gabriela Mistral, destacando por su obra poética. Obtuvo el Premio Nóbel de Literatura en el año 1945 lo que la convirtió en la primera mujer iberoamericana en recibir el reconocimiento de la Academia Sueca. Posteriormente, obtuvo el Premio Nacional de Literatura en el año 1951.      Poeta, maestra y diplomática. Una de las mujeres que ha llevado a Chile a lo más alto del reconocimiento internacional, y que dejó un legado sin parangones."
21670,"Escuela de Investigaciones Policiales,Carabineros de Chile,Ley de Control de Armas,Seguridad Pública,Policía de Investigaciones de Chile,Escuela de Carabineros de Chile,Escuela de Formación de Carabineros","La presente ley modifica la ley sobre Control de Armas, con el objeto de autorizar el porte de armas a los aspirantes a oficiales de Carabineros que cursen tercer y cuarto año en la Escuela de Carabineros de Chile, como asimismo, a carabineros alumnos que cursen segundo año en la Escuela de Formación de Carabineros y sus grupos de formación a nivel nacional, mientras realicen los periodos de práctica, quienes deberán haber aprobado todos los cursos de tiro policial correspondientes. Ello exclusivamente con la finalidad de contribuir a las labores de prevención y mantención del orden público."
21671,"Código de Aguas,Zona de Escasez Hídrica,Sequía,Recursos Hídricos,Derechos de Agua","La presente ley tiene por objeto agilizar la entrada en vigencia de los decretos de declaración de zona de escasez hídrica e incorporar a las obras estatales de desarrollo del recurso hídrico.     A modo general, el Presidente de la República, a petición y con informe de la Dirección General de Aguas (DGA), podrá declarar zonas de escasez hídrica en las zonas geográficas del país que estime ante una situación de severa sequía por un período máximo de un año, prorrogable sucesivamente, previo informe de dicho organismo, para cada período de prórroga.     En lo particular, el artículo único de esta norma realiza una serie de modificaciones al artículo 314 del Código de Aguas, que regula la declaratoria de zona de escasez hídrica. En éste se incorpora como actor en la elaboración del acuerdo de redistribución y sus diversas etapas a los administradores de obras estatales de desarrollo del recurso, cuando su administración no pertenezca al Estado, procedimiento a cargo de la DGA.     Asimismo, agrega un inciso undécimo y final al citado artículo, el que ordena que los decretos y resoluciones relativas a la declaración de zona de escasez hídrica se cumplirán de inmediato, sin perjuicio de la posterior toma de razón por la Contraloría General de la República."
21673,"Sobreendeudamiento,Deuda,Programa de Garantías Apoyo al Endeudamiento,Pago de Crédito Rotativo,Tarjetas de Crédito,Responsabilidad por Operaciones con Tarjetas Robadas,Transacciones Electrónicas","La presente ley introduce una serie de modificaciones a diversos cuerpos legales con el objeto principal de establecer medidas para apoyar la sobrecarga económica de las familias que se encuentren con sobreendeudamiento.     En esa línea, se incorporan cambios en la ley N° 21.543, que crea un Fondo de Garantías Especiales (FOGAES), en los términos siguientes:- Se incrementa el aporte fiscal al FOGAES, pasando a un total de U$ 208.000.000.- Se establecen reglas para que el Fisco obtenga la recuperación de los montos reembolsados por concepto de cobro de garantías.- Se modifican criterios de elegibilidad del Programa de Garantías de Apoyo a la Construcción, en lo relativo a las ventas netas anuales, eliminando el monto mínimo. Asimismo, se modifican los porcentajes máximos a garantizar por cada tramo que indica.- Se extiende la duración de las condiciones de financiamiento de los Programas de Garantías de Apoyo a la Construcción y a la Vivienda hasta el 31 de diciembre de 2024.- Se crea un Programa de Garantías Apoyo al Endeudamiento destinado a refinanciar deudas comerciales y de consumo de personas naturales, que cumplan con los criterios de elegibilidad que establece la ley y aquellos que fije un reglamento dictado por el Ministerio de Hacienda. El plazo para otorgar el financiamiento dentro de dicho programa rige hasta el 31 de diciembre de 2024.     En segundo lugar, se modifica el decreto con fuerza de ley N° 251, de 1931, del Ministerio de Hacienda, sobre Compañías de Seguros, Sociedades Anónimas y Bolsas de Comercio, con el fin de reemplazar en su articulado la mención a la Superintendencia de Bancos e Instituciones Financieras por la Comisión para el Mercado Financiero (CMF) e incluir las garantías estatales en materia de otorgamiento de mutuos.     En tercer lugar, se modifica la ley N° 18.010, que Establece Normas para las Operaciones de Crédito y otras Obligaciones de Dinero, con el objetivo de facultar a la CMF para determinar la fórmula de cálculo del monto mínimo, o las variables a considerar para su determinación, que se debe pagar en las operaciones de crédito de dinero originadas en el uso de tarjetas de crédito.     En cuarto término, se modifica la ley N° 20.009, que establece un régimen de limitación de responsabilidad para titulares o usuarios de tarjetas de pago y transacciones electrónicas en caso de extravío, hurto, robo o fraude, para incorporar medidas destinadas a evitar los llamados “auto- fraudes” bancarios. En este ámbito, cabe mencionar:- Se reduce el plazo para desconocer transacciones fraudulentas, de ciento veinte días corridos a sesenta días corridos anteriores a la fecha del aviso dado por el usuario.- Se faculta para exigir al usuario una declaración jurada simple para hacer efectiva la reclamación por operaciones fraudulentas.- Se exige al usuario realizar la denuncia respectiva ante el Ministerio Público, funcionarios de Carabineros de Chile, de la Policía de Investigaciones, o ante cualquier tribunal con competencia criminal, para la cancelación de los cargos o la devolución de los fondos incluidos en las operaciones reclamadas.- Se faculta a la CMF para regular los estándares mínimos de seguridad, registro y autenticación, haciendo responsable al emisor de los perjuicios que se deriven por el incumplimiento de dichos estándares.- Se establece que mediante reglamento emitido por el Ministerio de Hacienda se determinará uno o más umbrales de restitución de las operaciones reclamadas, no pudiendo ser inferiores a 15 UF ni superiores a 35 UF.- Se establece un procedimiento de suspensión de la cancelación de cargos y/o restitución de los fondos, cuando hubiere antecedentes suficientes de dolo o culpa grave por parte del usuario.- Se establece un régimen de presunciones de dolo o culpa grave del usuario.- Se modifica el catálogo de conductas que constituyen delito de uso fraudulento de tarjetas de pago y transacciones electrónicas.     Finalmente, en las disposiciones transitorias se establecen reglas específicas de entrada en vigencia de la ley."
21668,"Ficha Clínica,Derechos y Deberes de las Personas en Atención de Salud,Protección de la Vida Privada,Paciente,Derecho a la Vida Privada,Ficha Médica","La presente ley introduce modificaciones a la ley N° 20584, que regula los derechos y deberes que tienen las personas en relación con acciones vinculadas a su atención en salud, con el objeto de establecer la interoperabilidad de las fichas clínicas.     La ley modifica el artículo 12 de la citada norma, actualizando la definición de la ficha clínica, que es un instrumento obligatorio que registra los antecedentes de salud de las personas, custodiada por uno más prestadores de salud. Esta ficha podrá ser electrónica, en papel o en cualquier otro soporte, siempre que se asegure el acceso, conservación y confidencialidad de los datos.     Asimismo, modifica su artículo 13 indicando que los prestadores de salud deben conservar la ficha clínica por al menos quince años y son responsables de su protección y las de sus datos cumpliendo la ley Nº 19628, sobre protección de la vida privada, y de permitir interoperabilidad con los otros prestadores de salud.  En tanto, se añaden al  listado de personas u organismos que a solicitud expresa podrán tener acceso a la información contenida en la ficha clínica a la Superintendencia de Salud, al prestador individual y a los profesionales de salud que atienden pacientes.     Finalmente, agrega un nuevo artículo tercero transitorio, el que indica que el Ministerio de Salud deberá actualizar el reglamento indicado en el artículo 13 en un plazo de 18 meses para adoptar las medidas que permitan la interoperabilidad de las fichas clínicas."
21674,"Fondo Nacional de Salud,FONASA,ISAPRE,Instituciones de Salud Previsional,Modalidad de Cobertura Complementaria,Consejo Consultivo sobre Seguros Previsionales de Salud,Prestaciones de Salud,Planes de Salud","La presente ley tiene por objeto introducir una serie de modificaciones en la normativa que regula el  Fondo Nacional de Salud (FONASA), la Superintendencia de Salud y las Instituciones de Salud Previsional (ISAPRE), que permita mejorar su funcionamiento y cumplimiento.      A continuación, se detallan las principales disposiciones de esta ley:En el artículo 1°, se incorpora como una nueva función de FONASA, la de velar por el correcto funcionamiento de la licitación, contratación e implementación de la Modalidad de Cobertura Complementaria.     A su turno, se crea el Consejo Consultivo sobre Seguros Previsionales de Salud, como un organismo de carácter técnico, que asesorará a la Superintendencia de Salud en el proceso de presentación, evaluación y aprobación de los planes de pago y ajustes de las ISAPRE por restitución de cobros realizados en exceso por aplicar tablas de factores elaboradas por dichas instituciones distintas a la Tabla Única de Factores de la Superintendencia.      Por su parte, dispone que los afiliados/as y beneficiarios/as del sistema, podrán optar por atenderse bajo las modalidades de Libre Elección, de Cobertura Complementaria, o de ambas, pudiendo elegir el prestador de salud.     En este sentido, se crea la Modalidad de Cobertura Complementaria para las personas afiliadas que se encuentren en los grupos B, C y D, cumpliendo las exigencias que señala la ley. Esta modalidad se define como aquella en virtud de la cual permite a las personas afiliadas a FONASA, recibir prestaciones ambulatorias y hospitalarias en una red de prestadores y bajo un arancel asociado, debiendo pagar una prima adicional a la cotización legal para salud, por la cual recibirán una cobertura financiera complementaria a la otorgada por FONASA para el financiamiento de dichas prestaciones, las que serán financiadas por dicha entidad de acuerdo con el arancel, por la cobertura financiera complementaria que otorgue la compañía de seguros, y por el copago al que concurra el beneficiario/a.      También se contempla que las personas inscritas en esta Modalidad accederán, además, un seguro catastrófico en virtud del cual dispondrán de una protección financiera especial que cubrirá todos los copagos derivados de un determinado problema de salud y de cargo de la persona beneficiaria que superen, dentro de un año de vigencia de la póliza respectiva el deducible correspondiente, bajo las condiciones que se especifican en la ley.     En cuanto a los contratos de salud con las ISAPRE, se establece que al momento de su celebración, dichas instituciones no podrán ofrecer planes cuyos precios sean inferiores al valor de la cotización legal para salud del afiliado, calculada sobre el monto promedio de los últimos seis meses de la remuneración, renta o pensión, según sea el caso.     Adicionalmente, en caso de que, en las sucesivas adecuaciones anuales, el monto de los excedentes a destinar a la cuenta corriente individual supere el 5% de la cotización legal para salud, la ISAPRE estará obligada a ofrecer al afiliado la incorporación de nuevos beneficios o planes de salud alternativos, cuyos precios más se aproximen al valor de su nueva cotización legal para salud y hayan sido comercializados dentro de los seis meses anteriores al ofrecimiento, entre otros aspectos que se detallan en la ley.     A mayor abundamiento, las condiciones generales de cada plan de salud ofrecido deberán ser las mismas que se estén ofreciendo a esa fecha a los nuevos contratantes del respectivo plan y no podrán importar una discriminación entre dichos afiliados. Además se establece que, en ningún caso, el afiliado estará obligado a suscribir uno de los planes de salud alternativos ofrecidos por la Institución de Salud Previsional. Mientras no suscriba un nuevo plan cuyo precio mejor se aproxime al valor de su cotización legal, toda diferencia superior al 5% de la cotización legal no generará excedentes.     Con todo, las revisiones de las adecuaciones anuales a que hace referencia el inciso anterior no podrán tener en consideración el estado de salud del afiliado y sus beneficiarios.          En otro orden, la ley le encomienda a la Superintendencia de Salud, a través de la Intendencia de Fondos y Seguros Previsionales de Salud, verificar el precio que las ISAPRE cobrarán por las Garantías Explícitas de Salud, y fija su procedimiento.     Por otra parte, la ley en su artículo 2°, establece que la Superintendencia de Salud dictará, en un plazo de 10 días, una circular para garantizar la adecuación del precio final de todos los contratos de salud previsional que no hayan utilizado la Tabla Única de Factores, la que deberá contener una serie de aspectos que son especificados en la ley, por ejemplo: la obligación de ajustar el precio final de los contratos que se encontraban vigentes al 01.12.2022, en la que no podrá importar un alza del precio final de los contratos vigentes, ni que pueda significar una reducción del precio pactado por debajo de la cotización legal obligatoria, entre otros.     Respecto del artículo 3°, la ley contempla que dentro de un plazo de un mes, prorrogable por un mes adicional, las ISAPRE deben presentar a la Superintendencia de Salud un plan de pago y ajustes, el que debe contener la propuesta de devolución de la deuda resultante de la aplicación de tablas distintas a la Tabla Única de Factores, incluyendo el número de contratos afectados, los montos a devolver a cada afiliado, plazos máximos de devolución y modalidades de devolución, una propuesta de reducción de costos de la institución, incluyendo un sistema de pago eficiente a los prestadores y transparencia en los gastos para los afiliados, una propuesta para incorporar una prima extraordinaria por beneficiario en todos los contratos de la institución, destinada a cubrir costos relacionados con prestaciones, licencias médicas, por mencionar algunos.     Establece que el plazo de devolución de la deuda puede ser de hasta trece años, con mecanismos para pagar la deuda de personas mayores de ochenta años en veinticuatro meses, y de personas de sesenta y cinco años o más en sesenta meses. Las instituciones pueden ofrecer devolver la deuda en forma de excedentes o en efectivo directamente a los cotizantes.     El artículo 4° dispone que, cuando se aplique la prima extraordinaria, la ISAPRE debe ofrecer uno o más planes alternativos con el mismo precio pactado que el actual, a menos que sea el precio del plan mínimo ofrecido por la institución. Las personas afiliadas afectadas por esta prima tienen hasta seis meses después de su aplicación para solicitar el cambio a alguno de los planes ofrecidos, sin necesidad de suscribir una nueva declaración de salud, utilizando la que entregaron al momento de suscribir el contrato al que se aplicó la prima extraordinaria.     En tanto, el artículo 5° establece que  las deudas contempladas en los planes de pago y ajustes aprobados por la Superintendencia de Salud se registrarán en una cuenta corriente individual para cada afiliado, abierta por las ISAPRE, la que estará separada de cualquier otro tipo de fondos y no podrá ser cerrada hasta que la deuda sea completamente pagada, sin que se cobre ningún cargo adicional por su mantenimiento, debiendo las ISAPRE depositar en la cuenta del afiliado la cuota correspondiente según el plazo de devolución establecido en el plan de pago y ajustes. Los fondos en esta cuenta se ajustarán semestralmente de acuerdo con la variación del IPC, pero no generarán intereses.     La ley dispone en su artículo 6° que las ISAPRE solo pueden repartir dividendos o distribuir utilidades si han pagado completamente las cantidades percibidas en exceso y si la Superintendencia de Salud ha certificado este cumplimiento previamente. La infracción a ésta disposición podrá ser sancionada por la Superintendencia con multas que van del 10% al 35% del valor distribuido o a distribuir, dependiendo de si la operación se ha llevado a cabo o no. En este sentido, se establece que ello conlleva la responsabilidad personal de los administradores y directivos de la Institución, así como de quienes recibieron los dividendos o utilidades, de forma solidaria con la Institución.     El artículo 7° establece los distintos delitos y la pena asignada a ellos que se pueden cometer en contravención a la ley, tales como delitos de entrega maliciosa de información falsa o incompleta sobre el cumplimiento de los planes de pago y ajustes; la entrega de información falsa o incompleta para la obtención de la autorización de repartir dividendos y la coacción para la obtención de dicha autorización; al que realizare algún acto en una ISAPRE manifiestamente contrario a las exigencias de una administración racional del patrimonio.El artículo 9° contempla que los contratos de salud con precios inferiores a la cotización legal obligatoria se ajustarán a este valor, previa instrucción de la Superintendencia de Salud. La ISAPRE debe ofrecer nuevos beneficios y planes alternativos a los afiliados antes de realizar el ajuste, y estos deben tener las mismas condiciones que los ofrecidos a nuevos contratantes. Los afiliados pueden optar por mantener su plan ajustado, aceptar un plan alternativo o desafiliarse.      Conforme con el artículo 10, se dispone que las modificaciones a los precios de los planes de salud se aplicarán sobre el precio final para los contratos afectados. Mientras que el artículo 11 establece que la Superintendencia de Salud tendrá la responsabilidad de fiscalizar la correcta implementación de los artículos de la ley en cuestión, teniendo la facultad de requerir información financiera, contable y operativa de las ISAPRE, así como de tratar datos personales obtenidos de diversas fuentes, siempre garantizando su protección conforme a la ley respectiva. En caso de que las instituciones privadas no cumplan con los plazos de entrega de la información requerida, podrán ser sancionadas con multas establecidas en la legislación vigente.     El artículo 12, establece que la Superintendencia de Salud debe emitir una circular con normas que garanticen el acceso a la información contenida en la ley, con criterios de accesibilidad, efectividad, inclusividad y antidiscriminación.     Finalmente, en las disposiciones transitorias de la ley se establecen una serie de medidas y plazos para su implementación, entre ellas:1. La resolución requerida por el nuevo artículo 144 ter dispuesta en el artículo 1°, deberá ser emitida por el Ministerio de Salud y el Ministerio de Hacienda en un plazo de tres meses.2. Se establecen procedimientos para la designación de los integrantes del Consejo Consultivo.3. La entrada en vigencia del artículo 144 quáter será a contar del tercer año de la publicación de esta ley. Previo a ello, la Modalidad de Cobertura Complementaria no incluirá al seguro catastrófico, y los inscritos en la modalidad no adquirirán derecho alguno sobre tal protección financiera especial. 4. Se establecen disposiciones para personas que terminaron su contrato de salud antes de la ley.5. El Fondo Nacional de Salud proporcionará cobertura en ciertos casos específicos.6. Se dispone que el Presidente de la República envíe proyectos de ley para reformar el sistema de salud y eliminar ciertas preexistencias, dentro del período legislativo del Congreso Nacional 2024.7. Se establece que el proceso de adecuación de precios base estará sujeto a ciertas disposiciones adicionales.8. Se aumenta la dotación de personal del Fondo Nacional de Salud.9. Se detalla cómo se financiará el gasto fiscal asociado con la aplicación de la ley en su primer año y en los años siguientes."
21669,"Armada de Chile,Planta de Oficiales de la Armada,Policía Marítima de la Armada","La presente ley está compuesta por 1 artículo permanente y 2 artículostransitorios, su artículo único modifica el artículo N° 2 del DFL N° 1 de 1998 del Ministerio de Defensa Nacional (Reservado), que modifica las Plantas de Oficiales y Empleados Civiles del Ejército, Armada y Fuerza Área, aumentando gradualmente la dotación del escalafón de Oficiales del Litoral de la Armada de Chile como mecanismo permanente para hacer frente a nuevos escenarios que demandan mayor presencia y fiscalización de la autoridad marítima, como es el aumento de actividades turísticas y el desarrollo urbano en los alrededores de los lagos, el control de las fronteras para la prevención enmaterias de narcotráfico, crimen organizado y tráfico ilícito de migrantes, el cuidado del medio ambiente acuático, la vigilancia y fiscalización de los espacios marítimos y el desarrollo de la matriz energética nacional, entre otros.Esta ley aumenta la planta en el escalafón de Oficiales del Litoral en 125 plazas adicionales en forma progresiva en los diferentes grados jerárquicos, en un lapso de tres años, con un incremento de 33 plazas para el primer año, 36 plazas para el segundo año y 56 plazas para el tercer año.     Su artículo primero transitorio establece que durante los ocho años contados desde la publicación de la presente ley, no se podrá hacer uso de las plazas no ocupadas en elEscalafón del Litoral para efectos de ejercer la facultad señalada en el artículo 264 del DFL N° 1 de 1997, del Ministerio de Defensa Nacional que establece el Estatuto del Personal de las FuerzasArmadas ni de otra norma de similar naturaleza.     El artículo segundo transitorio regula el gasto fiscal que implica la presente ley."
21665,"Días Nacionales,Día Nacional de la Concientización sobre el Diagnóstico de Apraxia del Habla Infantil (14 de mayo)","La presente Ley declara el 14 de Mayo de cada año como el Día Nacional de la concientización sobre el diagnóstico de Apraxia del Habla Infantil.     El término Apraxia del habla infantil fue reconocido y estandarizado el año 2007 por la Asociación Americana de Habla, Lenguaje y Audición (ASHA), que estima que uno o dos de cada mil niños son diagnosticados con este trastorno neurológico. Es una evidente dificultad motora del habla que se puede observar cuando el niño no logra planificar voluntariamente la secuencia de movimientos musculares necesarios a la hora de comunicarse verbalmente.      En casos de apraxia del habla en niveles severos, se produce una imposibilidad de adquirir el habla, y esto gatilla en que en edad escolar los niños y niñas no logran alcanzar la alfabetización, existiendo casos en que se causa un deterioro cognitivo al no tener habla"
